study	health status	component_1	component_2	component_3	component_4	component_5	component_6	component_7	component_8	component_9	component_10	component_11	component_12	component_13	component_14	component_15	component_16	component_17	component_18	component_19	component_20	component_21	component_22	component_23	component_24	component_25	component_26	component_27	component_28	component_29	component_30	component_31	component_32	component_33	component_34	component_35	component_36	component_37	component_38	component_39	component_40	component_41	component_42	component_43	component_44	component_45	component_46
Horstmann	healthy	0.5948276244204947	-0.9910204641927318	-2.0477184843398026	0.19319351343226232	0.0016383485276893657	-0.3000433475238403	0.01334456987305024	-1.224615344985177	1.549001477430897	0.7405887097030465	-0.23809626614223214	-0.03477926448030063	1.5207144449840884	1.272493593506936	-0.7554940378296696	1.1160503085293425	0.6474668268009742	0.5466610874016241	-0.5783242995041061	2.165566634934925	-0.10358465095673622	1.7179628178332202	-0.939627188171024	1.009591732258319	-0.39886395326156804	-0.4991063357769832	0.3703217671458143	1.5614428208947955	2.5920764666441	1.3890932193880556	-0.25559330601911867	1.4859018798598937	1.3758876311731307	-1.1485104898348952	-1.459881437841576	0.010076428250968963	-1.4807431147131436	0.7750226566226776	-1.3493937506993559	0.43419209417765486	0.5502171509184065	-2.9571144638642815	-0.5988405838527978	-1.5097163587716993	-0.8224057354797694	1.173212834791049
Horstmann	healthy	1.1566777072075853	-1.5180368534044446	-0.6917499730994203	2.2621411892983856	-0.407143837058348	1.3947773490131794	1.4930412483026605	0.1965850899099451	-1.5148683437464974	-0.30542736781571556	0.0627945115547958	0.6745106542682757	1.0316007665153957	0.7861806402243655	0.6114825869671554	-1.4876030522932397	-1.6413242552130798	-1.2652186781117765	1.0116305212590553	1.7730192945610053	0.07032983244074954	-0.39737244416769657	1.3041084979129132	-1.0263539097950412	-0.05104647632777229	2.106024692957342	0.8022123012555026	0.9624227280439518	-0.5080076918752355	0.31460360772599033	0.09275734527303386	0.09378404624213356	-0.07986559346027303	-0.38364411813243104	0.4393894067067093	-0.7619188286981051	-1.9509858700686606	0.1070645318538487	-0.4239485942404205	0.9892421031939976	1.5050964428627742	1.663269515246574	0.025193021569345914	-0.342585502750901	-1.2468036670607208	-1.1794308250298533
Horstmann	healthy	-2.140685117856995	1.636283328446685	0.4471480115559401	-2.0190293302241984	0.7418019658768353	0.6605799069203078	-2.55772125205242	0.657980925360107	0.16643019489038216	-0.5314595393378316	2.482059378327338	-0.6741947552421872	0.3840507976724532	-1.5491778341669324	0.6634324523981032	1.8207625283701343	-0.5070648555873793	2.1400920778493107	-0.42274142614850996	2.315399504230912	-0.03003331149751093	-0.1725300467291257	0.6915730842269981	-0.8192936769852338	-0.12401362090779486	0.9541501242384215	-1.8907989108356456	0.5937845472431558	-0.6133673957500781	-1.116802232949656	0.6189943785624181	-0.737462269216307	-0.03494128131948507	0.563969546934477	-1.0222608155341057	2.4888990720512556	-0.12467034470066136	0.9894583193527776	0.7865815934321856	-1.5260366086834602	1.363853526364328	0.2791258659964184	-0.6876538316656844	0.12161053467509245	-0.2881004285297679	-0.8779208990189772
Horstmann	healthy	-1.2041198082115352	-1.2786979012970794	0.8473823408496499	0.7849039304158869	0.6916067968869903	0.27292905106655624	0.3126112339173867	-0.44745330958931695	-1.0562678713186815	1.1819894187593074	0.008912228601352776	1.2258207860237085	-0.45091698669589575	-0.8083772808196016	-0.005617399490918502	-1.2512233117178604	-0.8387402534582185	1.3812508224001925	0.6927056826053087	0.0587602009185426	1.6959683077213195	1.0800665503362392	0.13722823148046798	0.5653765729940562	-0.19126663864984483	0.05028453222262627	-1.0807691384155707	1.5084852294102538	-0.7945445896787113	1.249337204069999	0.4709906786941069	0.5074743442853139	-0.5276710763778071	2.322573390669242	-1.4601374456737046	1.7609511587537434	-0.6511792230561158	-0.0021203970929782007	1.8992905373295759	0.8443234608964353	0.24295305494555156	0.047855628386690684	-0.6096649288463094	1.7650876746951933	0.6869508197030919	-1.3270804178171622
Horstmann	healthy	-0.013231992202354928	-1.2745140091795648	0.42696171975426694	1.4515202794910402	2.284194289076758	-1.9465765047991495	-0.8122367492600704	0.12214849104878092	-1.7100576319466159	0.7287671983392618	-0.20622781250424338	-1.230936349384959	1.149833948493731	0.19758476298314145	0.36244773011115833	0.6829956055012066	1.6195017286143412	3.5310911280104826	2.0209580702386383	0.14848831904198656	-0.6827589862620962	-0.47455712136705136	0.6358804004514108	-1.7831625724001694	-1.43081438660477	3.406390492508971	1.0851586900007153	-1.1905854808028817	4.038037300311765	-0.7579182746202148	0.6765607656590147	-0.2706007115582014	2.7267321947640966	-2.8278725540732075	1.8622381496180482	2.178241716436852	-0.957957212677858	-0.1987378965872502	-0.3822356918166996	1.4632190682363253	1.781588143967716	-1.295528906606047	1.5203594297414464	0.2885433413588124	-0.29508696631815445	1.4480589795545586
Horstmann	healthy	-1.9630299010184273	-1.9408156834965238	0.9292064465235811	-0.5268505797829707	-1.653846796155911	1.5675576951089787	0.9592154455185599	-4.160399461847699	-3.253516254870298	3.1315394817038866	-0.23670415048627952	0.22447169730896904	-0.3137992156264088	-3.022238154471972	-1.3441137438723596	0.32522871663537717	0.43036949467386376	-1.1578336625745094	-0.8094687667402726	-2.4626851405219083	1.3075334731557426	-0.6393171305507026	1.008477647133137	0.8960869825155353	0.9164174175817348	-0.337605822076405	-2.021977146895438	-0.05553501544805328	0.04481760604986633	4.2013307292673545	2.4815648058821718	0.573749212020567	-1.5894177577295525	1.646046142512627	0.5300501219125284	0.5576851446587154	1.3275117750807954	-0.47559358903650706	1.1901694976410844	-0.4219320378791077	2.5290887137775084	0.5356671425245703	-2.6479472727033357	-1.147796521550879	0.05986486936725511	0.5759922151179977
Horstmann	healthy	-0.7857491456776142	0.5890003029544973	-0.01297638461889218	-0.31816676516471937	-0.45484580263370944	0.04118376485652784	-0.26517165283625393	1.5147255860752502	-0.3627689441838947	-0.3217068689681399	0.835249050108535	-1.0098873163447288	-1.850236621458013	-0.53346992558091	-0.30072787579498084	-2.0186494236913495	-2.762812939117073	-1.3662772987555838	-0.8012325327746684	1.0916973800978282	-1.7881349006646992	0.15944431959129288	0.3931954379808409	1.1050177313796257	0.041477096048447966	0.560485372229847	-0.9852163386593088	0.3525675240757603	-0.7134702015720351	-1.5838056950316821	-0.3816114221808764	1.4519957896035287	1.6789249370769337	-0.8895057816888677	1.5027898394344583	1.8976157457602305	1.365079571217859	-0.3634195089400771	-0.26425803932103986	-0.7314720140848796	-0.8144620406602119	-2.57125378432559	0.031963026417984604	0.2824784308653083	-0.11054282031250538	0.35225955582288854
Horstmann	healthy	-0.743990194418688	-1.0321133190944851	1.6266650877745596	-1.045557803402201	2.0111884522455	-0.829660887225271	1.2511383390975694	0.041784908021440796	1.7305813239592123	0.7999076873873003	-0.08569061057054234	-0.37535441344708564	1.31314969266874	-0.784451641374111	-2.1935202606998594	-1.2516872106758485	0.3974394466334808	-1.5958299578776511	-0.34925954773184903	-0.6839757496084128	-0.8154923934019144	-1.0600139434610316	0.68223927028041	0.4289150971603627	0.5239253795561217	-0.8381596546848963	-0.4862004023370528	0.6964960802182709	-0.8099571668680454	0.4179645610467827	0.7774956882228571	-0.061080122403968796	0.46772506231804756	-1.0452593057766761	-0.8113222944494027	0.17063032990136592	-1.5438359998573448	-0.20240261403936954	0.42252832376683663	-0.5073496946453617	0.5162035002206233	-0.06537373888471032	0.038599664506281724	0.3093881064955536	0.7826282556702048	-0.3739650092039484
Horstmann	healthy	1.3342586368543077	0.13759594909728703	1.1632668700690145	2.315444701665069	-0.2208155884851065	-0.5900813726743116	-0.6712427122707576	-0.6633364786802017	-0.3881899140797923	-1.4607404533456982	-0.42245343634702137	1.298486255585725	1.2135119730349901	-0.7698727515730798	0.9573336169198464	0.47014352825292377	-0.6380466120035497	-0.06268778463919923	0.3334785007455516	0.5351182813465101	-2.409831689113484	0.21096488753395665	0.3317666551043452	-0.6573312074983522	1.6286051484447037	0.2393201747945777	-1.3244043291173189	-0.021672613120643173	-0.06034430476421231	0.9465238072483044	-0.41419607499930094	0.12596501067128407	-0.1421430988996087	1.1955931452092807	0.4077931459619773	0.8856254517144567	0.912020393176962	-1.0566976582700927	1.1337559017563672	-0.7034680832283101	-0.6249880526120576	-0.5693611190544036	-0.5968734314870999	2.0569595191728256	0.7391917216041608	0.7327340212059099
Horstmann	healthy	-1.5768484089240344	0.4822136634667498	-0.8579289740632665	0.1161442344540803	0.9340787537296591	2.746201467655727	-2.499463123912214	-1.9197528093057223	0.2008969487508498	0.20803457593880484	-1.4514948381050414	-0.894564338237772	0.8004048921442574	-0.016419773709939765	-0.8976232969793212	-2.729899249285659	0.6088153522147719	-0.21590188751216655	-0.7672488810997751	0.4360766332527711	0.5258214509298577	0.9295954232788435	-0.8102494244216418	0.37717347885691627	-0.6951521354996536	0.4455233686124652	-0.7877173226114461	-0.2818929026180549	-1.1879408202312953	1.8310129846377021	0.3436632151733331	0.007749700943425721	0.9020735362076248	-0.03545422844664638	0.20451815688329203	-0.10408127051122901	0.16985465300470104	-1.0266224398854344	1.3893601690094566	-0.21479361349238307	-2.549279804020691	0.994990083616644	0.03899915926541607	-0.23039172908886016	-1.8290701598205952	2.2774056147527855
