study	health status	component_1	component_2	component_3	component_4	component_5	component_6	component_7	component_8	component_9	component_10	component_11	component_12	component_13	component_14	component_15	component_16	component_17	component_18	component_19	component_20	component_21	component_22	component_23	component_24	component_25	component_26	component_27	component_28	component_29	component_30	component_31	component_32	component_33	component_34	component_35	component_36
Horstmann	healthy	-2.9619582123373913	-1.400240874522868	-0.47600967863675286	-0.486282554596111	-0.7570010269632896	0.5639809006423001	-1.0390730238625037	-1.5425827658590936	-0.813872821248497	2.058537608800308	-0.7692780729875723	0.048163496422397666	-1.4257300645006243	-0.07275333553686641	-0.05884835653207355	-0.19931399936855979	-0.30320739076094616	0.6928166107521754	-1.7611894796184608	0.5969566259792067	0.013075626686525862	0.7328563980630912	-0.6449491136939787	0.13540442807441375	-2.0445949333515707	1.6582351378448468	-2.373738465481129	-2.0939527017067485	-1.6950663233154508	-2.0631101547472634	1.8366339665627003	-2.0980421883770775	0.6786995639742633	-0.0594729567489327	-2.540245732204337	-0.1486947352923872
Horstmann	healthy	0.6846993473888209	0.9244476188980398	0.2063084695737096	-0.21120132356457935	-0.6299665083934932	1.2431520708544597	1.0328342139546063	-1.4498563186469948	1.376178821266406	0.3395429336463464	-1.6745009422354427	1.9346376556487757	-1.5478720460689555	-0.6235541986303916	1.3871308466519672	1.5579213696981271	-0.8066042685222645	2.3454905178562058	0.44125147185198116	0.23576187510150703	-0.9229599918424585	-0.7995904398681093	-0.3301297899070566	-0.7687043204305091	-0.31774005090960894	0.8256267827084665	-0.1171745696264167	-0.9963047463940549	1.6203773223567515	-1.3571119444603164	1.5079760516821101	0.518365008991322	1.1315800770324211	0.16526570744766422	-1.062867838525344	1.6972614020137866
Horstmann	healthy	-2.445988511068672	0.4794474953812154	0.7857290883281812	1.2531467178210618	-1.3255081906611192	-0.8644186782887343	-0.3256831403198647	-0.7458563947833454	0.5512942426702956	-3.589042922283375	0.9823001861929055	-0.7344663815734743	-0.6988999605263609	0.8869335686059584	1.767252275424962	-1.7276520511082447	0.8389412449550362	1.4590985212081076	-2.1347747900513645	0.03971898913024952	-0.23444400589693237	-0.19329186078271968	-0.8037912318138947	2.013890914422382	0.2063553956154445	-0.2105222768979462	0.7167783754829657	6.339896417878457e-05	1.4941287106874228	1.6753879604372628	0.12982512475397529	-1.0294981912000194	1.1164558293159808	-0.9303262679564288	-2.4050590190119947	-1.556728363793363
Horstmann	healthy	0.9144427704766395	-0.4096141331576687	1.3536037191735146	-1.9789225459118467	1.2694605720196674	-0.8664403484627883	0.6942977644663378	0.22005055936150258	0.42572970127299936	0.6904569266397532	0.5197306821320694	-3.1650515284329526	1.0357411417640672	-1.938950615188113	0.9009479214379998	-0.9041167727197273	0.22248976648488403	-0.04197713480203921	2.0095035112829907	-1.0034869081382	-0.430594527293254	-1.3612244290249005	0.3786515540503134	1.3486020494127404	-1.3036222534139261	-1.3166260782525683	1.1168165964982268	-0.3730192067221872	1.5183801310163891	-0.32321167707600384	1.8391205591492672	-0.11929030200705819	-0.7661951315199089	-2.5956940827360113	0.8226031671499693	-0.4027063557115501
Horstmann	healthy	-0.19426843656011863	0.6122876469620585	0.29169155709420813	-0.9296792281062909	0.3257768054470091	-3.6381627595446964	0.7393265277137924	1.953406316531173	1.3932401274305795	3.2072394744219834	-0.0821571277507696	0.11366526712773727	1.419347665150362	-1.7464745360751237	1.0172667404543099	-0.5665432548282533	-1.514315339862724	0.4147289380899625	0.13701325495630087	-0.04269389154641963	0.398541920385088	0.6194937950361024	-0.7170254158550665	-1.9113676075625223	1.5588713326438577	0.4679491028292122	-1.4950690037603291	-0.7220351087303334	0.7770371269047297	0.13574065991069842	1.73604272763811	-0.15372559399625674	0.5649475665677975	0.10166458808173413	-0.29452457007450505	0.45354151925126746
Horstmann	healthy	-6.34706385545576	-0.787786120921858	0.4176033569540125	0.5138250999233638	0.4555617080989018	-0.4933405947979431	-1.011028448596339	-0.025288397773338238	-0.05119553710339699	0.40283848682246587	0.13755780307548662	-0.17585235796334867	-0.4484309631463643	0.20243033278088582	-1.2712331353882793	-1.0200080906358637	0.05472839061174537	0.21287980028927603	-0.3075688508951794	-0.538852565046922	-0.6720814217680062	0.09688856478952078	0.6166426354761534	-0.9474192008113691	0.09347791707553608	-0.14081552170590764	-0.6095103693754321	-0.39276217748548076	0.5984491321364462	-0.25074312947551847	0.553581962430148	-1.4064667152681272	-0.5219883113480782	0.5462985640042811	0.31178304150211417	0.934129061371021
Horstmann	healthy	0.3622385681770014	-0.25709417200047774	-0.4748192086295532	-0.7533948718596707	-0.24867058717392038	-1.5396284111949041	-0.018206942541628718	-0.03339004391493236	-0.8545268128086121	0.03393403833057748	-1.756998454614049	-1.4428852634005784	-1.4235249520961626	-0.44617711904611684	-1.5697285415238025	0.8314168578356839	0.7326088453409951	-1.0372965154903617	2.346722900666932	0.6784790675643173	0.045650787110397766	-0.3947520801113089	0.6760352537283952	1.07180017257675	-0.6515614530539113	2.5962399095415543	-1.7670382792680652	-1.9760979729339074	-0.9092307829337339	-1.1558013158484233	-2.7805244595218195	-1.6642105550843302	-1.1566124159190518	-1.1955373763284467	0.4676518637812163	1.7976539954400288
Horstmann	healthy	-3.0236606293247363	-0.49876733236195336	1.1290971400019871	-1.6580556141647038	-1.0795927062709367	-0.4711153833170778	1.571673735980468	-1.1039416791583072	0.05142252222200012	0.30352050457776275	1.1875889198686822	0.37586284808450726	1.5743505530223052	-0.7004509066310615	0.20251038960944479	-0.6034823287444986	-2.3761374395182524	-0.4983661134714006	2.851986335909569	0.17317810142025838	0.42594766943859924	-0.08457282997570238	0.9220872493609792	-0.8092572747159665	0.8529388653559246	-0.597504254806145	-1.133023985606833	-2.8434374988026305	0.08273612401226088	-0.8792290151501877	0.6368442168304501	-1.0946092573862036	-0.017397365373254568	0.3468836277163126	-2.926397683359806	-2.8840391821948437
Horstmann	healthy	0.2484718023693091	3.4044654989648793	0.3497795175057736	-0.06189595869744698	3.520596920110243	2.3165914324127876	-0.2049879950139724	0.26677055931792176	0.5151299864359224	-0.9617878528989794	-0.23199543407927203	-0.23070590361120946	1.1472930251644025	-0.7874128316842636	0.45166812716731125	2.4233324391312028	1.3425359360657847	-0.357061622965392	0.4331564965598895	-2.3069207609690534	0.38416723974431327	-0.5285289916390402	-0.7661327208286168	2.49283424215864	1.4905666911623638	-0.07145473112526012	1.5354764435849457	-0.3999390864773774	-1.2042302802280338	0.22732311699122193	-0.3963381152348827	1.2043607594778607	0.2763529312906503	0.04989163191006641	0.21007351625494627	1.2617990383485542
Horstmann	healthy	-4.044316064551594	-0.7995868192984118	-0.01619840238886626	0.06779667471284062	0.860877115908121	-1.0010180611407866	0.6478512239175263	-2.707999955236827	0.6590791146201697	-2.4365675191252203	-0.777668926492612	0.03450885524367755	0.9739186513903118	-0.17289447101242914	0.7945804665180602	2.209945583484215	-1.622283179298955	-1.5484648621055341	-1.3771689935958666	-0.27996725309474835	-0.5042518360924227	1.9141413280117514	-0.04785617997492004	1.561463348875558	0.19684166656355315	0.6601561470586985	0.9343773058040656	-0.6068203929682423	-0.683164073815629	-0.4100409936513342	1.2729738520644907	1.092626300201542	-0.15236428044601583	0.226632998566342	0.40409803341859435	-1.689642614887568
